cell_type,hemibrain_type,morphology_group,hemilineage,region,in_fafb,in_hemibrain,in_banc,in_l1
SAD094,SAD094,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SIP017,SIP017,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SIP025,SIP025,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SIP086,SIP086,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP004,SLP004,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP056,SLP056,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP057,SLP057,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP059,SLP059,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP060,SLP060,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP072,SLP072,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP130,SLP130,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP131,SLP131,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP212a,SLP212,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP212b,SLP212,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP212c,SLP212,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP230,SLP230,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP247,SLP247,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP278,SLP278,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP279,SLP279,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP380,SLP380,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP404,SLP404,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SLP456,SLP456,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP042,SMP042,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP048,SMP048,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP058,SMP058,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP059,SMP059,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP077,SMP077,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP159,SMP159,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP198,SMP198,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP199,SMP199,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP201,SMP201,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP202,SMP202,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP204,SMP204,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP234,SMP234,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP235,SMP235,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP237,SMP237,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP238,SMP238,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP291,SMP291,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP335,SMP335,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP458,SMP458,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP492,SMP492,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
"SMP501,SMP502",SMP501,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
"SMP501,SMP502",SMP502,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP528,SMP528,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP553,SMP553,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP554,SMP554,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP586,SMP586,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP594,SMP594,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP595,SMP595,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP600,SMP600,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
SMP603,SMP603,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
TuTuB_a,TuTuB_a,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
TuTuB_b,TuTuB_b,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
VES001,VES001,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
VES002,VES002,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
VES016,VES016,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
VES047,VES047,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
VES057,VES057,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
VES058,VES058,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
VES075,VES075,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
WED006,WED006,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
WED008,WED008,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
WED069,WED069,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
WED104,WED104,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
WED182,WED182,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
WEDPN9,WEDPN9,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
aMe13,aMe13,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
aMe17a1,aMe17a,NA,putative_primary,optic_transfer,TRUE,TRUE,TRUE,FALSE
aMe17a2,aMe17a,NA,putative_primary,optic_transfer,TRUE,TRUE,TRUE,FALSE
aMe22,aMe22,NA,putative_primary,midbrain,TRUE,TRUE,TRUE,FALSE
cL07,NA,NA,putative_primary,optic_transfer,TRUE,FALSE,TRUE,FALSE
cL14,IB112,NA,putative_primary,optic_transfer,TRUE,TRUE,TRUE,FALSE
cL17,PLP090,NA,putative_primary,optic_transfer,TRUE,TRUE,TRUE,FALSE
cL20,PS155,NA,putative_primary,optic_transfer,TRUE,TRUE,TRUE,FALSE
cLLPM02,PLP033,NA,putative_primary,optic_transfer,TRUE,TRUE,TRUE,FALSE
ingestion_motor_neuron,NA,NA,putative_primary,midbrain,TRUE,FALSE,TRUE,FALSE
DNfl021,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp56,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl040,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNit013,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn119,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn173,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl041,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn184,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp11,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl095,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp71,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl083,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNg30,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp07,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn157,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNd05,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNad004,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp55,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn121,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl129,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNnt019,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNnt016,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb09,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp41,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn171,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl123,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl091,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp28,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl117,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl087,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp01,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl106,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp45,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl104,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn177,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn151,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl134,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl099,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn147,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp19,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp31,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl079,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl038,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn006,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn136,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp51,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNut042,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn146,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn145,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn073,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp103,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl078,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp62,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb07,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn175,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb03,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb04,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn178,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp24,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn130,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp34,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl101,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl015,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl039,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl042,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl033,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl032,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl025,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl022,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl017,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp33,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb02,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl124,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl119,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl131,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn181,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp12,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp53,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNx02,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl086,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl100,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl036,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl021,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl093,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl082,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb05,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn007,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn168,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn187,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn126,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb08,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp18,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn155,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn170,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNg26,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl088,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn167,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp54,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNa06,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl116,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl073,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb06,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn150,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl075,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn101,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl094,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn142,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp57,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn071,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNg75,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl130,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp26,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp05,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp59,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl113,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn164,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl049,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl068,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNg12,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNfl016,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn139,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl127,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn102,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNg74,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp03,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl107,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl098,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl070,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNlt011,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl109,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNb01,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl121,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxn135,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNut040,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl096,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNxl103,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp39,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
DNp14,NA,NA,putative_primary,neck_connective,TRUE,FALSE,TRUE,FALSE
ORN_DM6,ORN_DM6,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
ORN_VA1v,ORN_VA1v,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
AC neuron,aDT4,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
ALIN8,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
AN_GNG_192,NA,NA,NA,neck_connective,TRUE,FALSE,TRUE,FALSE
AN_multi_124,NA,NA,NA,neck_connective,TRUE,FALSE,TRUE,FALSE
AOTU065,AOTU065,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
AVLP342,AVLP342,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
BM_InOm,NA,NA,NA,sez,TRUE,FALSE,TRUE,FALSE
BM_Vt_PoOc,NA,NA,NA,sez,TRUE,FALSE,TRUE,FALSE
CB0100,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
CB0641,hb699652692,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CB0657,hb1652832941,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CB0665,hb916158794,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CB0668,hb1158610253,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CB0734,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
CB0793,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
CB0959,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
CB1105,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
CB2685,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
CB2695,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
CB3761,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
"CL057,CL106",CL057,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
"CL057,CL106",CL106,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CL215,CL215,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CL258,CL258,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CL263,CL263,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CL340,CL340,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
CL359,CL359,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
DNES1,DNES1,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
DNd04,NA,NA,NA,neck_connective,TRUE,FALSE,TRUE,FALSE
DNpe029,NA,NA,NA,neck_connective,TRUE,FALSE,TRUE,FALSE
DNx01,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
DNx02,NA,NA,NA,sez,TRUE,FALSE,TRUE,FALSE
H1,H1,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
H2,H2,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
HRN_VP1d,HRN_VP1d,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
HRN_VP1l,HRN_VP1l,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
HRN_VP4,HRN_VP4,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
HRN_VP5,HRN_VP5,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
IB016,IB016,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
ITP,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
JO-D,NA,NA,NA,midbrain,TRUE,FALSE,TRUE,FALSE
"LAL104,LAL105",LAL104,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
"LAL104,LAL105",LAL105,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
LAL115,LAL115,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
"LAL173,LAL174",LAL173,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
"LAL173,LAL174",LAL174,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
LC12,LC12,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC13,LC13,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC15,LC15,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC20a,LC20,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC20b,LC20,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC24,LC24,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC25,LC25,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC26,LC26,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC27,LC27,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC28a,LC28a,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC28a,LC28b,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC34,LC34,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LC4,LC4,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe01b,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LCe01b,LC24,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe02,LC26,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe02,LC24,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe02,LC25,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe03,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LCe05,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LCe08,hb945156049,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe08,hb1006199303,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe08,hb852055612,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe08,hb914139161,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe08,hb1190707430,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LCe09,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LHAD1h1,LHAD1h1,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
LHAV3i1,LHAV3i1,NA,NA,midbrain,TRUE,TRUE,TRUE,FALSE
LLPC1,LLPC1,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LLPC2,LLPC2a,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LLPC2,LLPC2b,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LLPC2,LLPC2c,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LLPC2,LLPC2d,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LLPC3,LLPC3,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LN-DN2,NA,NA,NA,sez,TRUE,FALSE,TRUE,FALSE
LPC1,LPC1,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LPC2,LPC2,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LPT21,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LPT27,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LPT30,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LPT31,WED068,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LPT48_vCal3,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LPT49,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LPT52,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LPTe01,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LPTe02,PLP207,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LT70,LT70,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LT84,LT84,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LT86,LT86,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe05,hb944836835,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe07,hb1313879738,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe08,hb884464419,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe12,hb1288888967,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe16,hb1069607310,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe21,NA,NA,NA,optic_transfer,TRUE,FALSE,TRUE,FALSE
LTe23,hb575063620,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe25,hb697882667,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe33,hb852392901,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
LTe33,hb852738302,NA,NA,optic_transfer,TRUE,TRUE,TRUE,FALSE
